Total Hits,Total number of HTTP/URL requests issued by virtual users during a scenario;" used as an overall workload/intensity indicator.,""""""Total Hits: Displays the number of requests sent to the server during the load test.""""  """;;;;;;
Average Hits per second,Average request rate (hits-per-second);" evaluates how many requests the system can serve continuously.,""""""Average Hits per second: Displays the number of requests per second sent to the server during the load test.""""  """;;;;;;
Average Transaction Response Time,Mean end-to-end time (in seconds) to complete a business transaction;" primary latency metric checked before and after migration.,""""""Average Transaction Response Time: Displays the average time to perform transactions during each second of the load test.""""  """;;;;;;
CPU used by this session,CPU consumption (in 10-ms units) of a database session during user calls;" gauges processing overhead after migration.,""""""CPU used by this session: is the amount of CPU time (in 10s of milliseconds) used by a session between when a user call started and ended""""  """;;;;;;
DB time,Total elapsed time (in micro-seconds) spent executing database user calls;" measures overall database workload.,""""""DB time:  is the amount of elapsed time (in microseconds) spent performing Database user-level calls.""""  """;;;;;;
Bytes received via SQL*Net from client,Network traffic (bytes) flowing from client to database;" helps verify communication cost changes in cloud.,""""""Bytes received via SQL*Net from client: is the total number of bytes received from the client over SQL*Net.""""  """;;;;;;
Bytes sent via SQL*Net to client,Network traffic (bytes) flowing from database back to client;" complements the previous metric for full traffic picture.,""""""Bytes sent via SQL*Net to client: is the total number of bytes sent to the client from the foreground processes""""""";;;;;;
Venero et al. 2019 - Towards a metamodel for supporting decisions in knowledge-intensive processes.pdf;;;;;;;
Metric,Usage_in_Text,Evidence_in_Text;;;;;;;
"Metric (generic),Conceito geral de medida quantificável usada para acompanhar o cumprimento de objetivos e detectar desvios.,""""""A metric is a quantifiable measure used to track and assess the status of an objective... The metrics help the detection of deviations and unexpected process evolution, and give a view of the achieved progress in reaching an objective.""""""";;;;;;;
"Key Performance Indicator (KPI),Exemplo de métrica utilizada para avaliar desempenho de objetivos do processo.,""""""...such as key performance indicators (KPI) or key risk indicators (KRI).""""""";;;;;;;
"Key Risk Indicator (KRI),Exemplo de métrica utilizada para avaliar riscos associados à execução do processo.,""""""...such as key performance indicators (KPI) or key risk indicators (KRI).""""""";;;;;;;
Body Temperature,Indicador clínico usado para avaliar o estado do paciente;" valores fora da faixa disparam regra de desvio.,""""""...the data value for the attribute “temperature” inside the item “Vitals Signs” in the Artifact Physical Examination, has a violation of the Data Rule: Normal body temperature rate →36.5◦C – 37.5◦C.""""""";;;;;;
"Vital Signs,""Conjunto de indicadores (temperatura, pressão, etc.) que compõem o status do caso e são monitorados para detectar mudanças."",""""""Case Status →Vital Signs and Main Complaints"""" / """"item “Vitals Signs” in the Artifact Physical Examination""""""";;;;;;;
"Fluid Intake and Output,Métrica clínica de balanço hídrico solicitada para monitorar evolução do paciente por 24 h.,""""""...she wants to monitor fluid intake and output during the next 24 hours.""""""";;;;;;;
Panfilov et al. 2021 - Digital Ecosystem-Based KPI-Driven Railway Communication Network Reporting System.pdf;;;;;;;
medidor,uso_no_texto,evidencia_no_texto;;;;;;;
KPI (Key Performance Indicator),Conceito-guarda-chuva para controlar desempenho do sistema de comunicação ferroviária e guiar todo o desenho do reporting,Título: “Digital Ecosystem-Based KPI-Driven Railway Communication Network Reporting System”;;;;;;;
KPIs Operacionais,Acompanham desempenho em tempo quase real das operações da rede de comunicação,“...process for operational and analytical KPIs in the Railway Communication Network.”;;;;;;;
KPIs Analíticos,Sustentam análises históricas/estratégicas e relatórios agregados,“...process for operational and analytical KPIs in the Railway Communication Network.”;;;;;;;
"Contagem de Incidentes,Número de incidentes na rede usado como KPI principal para teste do protótipo,""“KPIs data ... included all incidents, occurred in the railway communication network in a week period.”""";;;;;;;
Indicadores Compostos,Indicadores derivados a partir de KPIs básicos para comparação com melhores práticas,“The KPI and other indicators can be used for generating composite indicators to be used in performance benchmarking with the best in industry...”;;;;;;;
Indicadores Calculados,KPIs gerados por cálculo (métricas derivadas) usados nos relatórios do Data Mart,“It includes calculated indicators for reporting purposes. This layer receives calculations of indicators used in numerous reports.”;;;;;;;
Benchmarking de Desempenho,Comparação dos indicadores da empresa com os melhores do setor,“...composite indicators to be used in performance benchmarking with the best in industry...”;;;;;;;
Retorno sobre Investimento (ROI),Indicador financeiro para verificar retorno das iniciativas,“...besides verifying the return on investments [16].”;;;;;;;
Defasagem Temporal / Time Lag,Mede a rapidez de disponibilização dos dados; menor atraso implica melhor performance,“A delay of even minutes in the decision-making process causes significant financial losses for the company...”;;;;;;
Alta Disponibilidade,Indicador de disponibilidade contínua do Data Lake e do ecossistema,[5] referência citada no texto: “Ensure High Availability of Data Lake”;;;;;;;
Confiabilidade,Indicador de confiabilidade da rede ferroviária,[4] referência citada no texto: “Reliability Optimization of a Railway Network.”;;;;;;;
Risco e Resiliência,Indicadores que avaliam capacidade da rede de resistir e recuperar-se de falhas,[8] referência citada no texto: “A Risk and Resilience Assessment Approach for Railway Networks”;;;;;;;
Escalabilidade Horizontal,Mede capacidade de crescer adicionando nós ao sistema,“...scalable design for the ecosystem.”;;;;;;;
"Tolerância a Falhas,Indicador de capacidade do sistema continuar operando após falhas de nós,""“The solution provides a robust, fault-tolerant, reliable, and scalable design for the ecosystem.”""";;;;;;;
Velásquez et al. 2024 - A Systematic Literature Review of the Analysis of Costs and Other Dimensions in Process Mining and Related Disciplines.pdf;;;;;;;
Medidor,Uso no texto,Evidência no texto  ;;;;;;;
"Cost,""Dimensão principal de desempenho";" base para diversos métodos de análise, visualização, estimativa e previsão."",""“Three main dimensions can be identified: time, cost, and quality.”  """;;;;;;
Time,Dimensão principal de desempenho;" frequentemente analisada em conjunto com custos e recursos.,""“Three main dimensions can be identified: time, cost, and quality.”  """;;;;;;
"Quality,""Dimensão de desempenho utilizada, por exemplo, no Devil’s Quadrangle, e em estudos de Trade-off com custos."",""“Three main dimensions can be identified: time, cost, and quality.”  """;;;;;;;
"Flexibility,""Dimensão de desempenho considerada em conjunto com custo, tempo e qualidade no Devil’s Quadrangle."",""“The devil’s quadrangle (DQ) depicts the process performance according to four dimensions: time, cost, quality and flexibility [76].”  """;;;;;;;
Resource utilization,Indicador ligado à dimensão ‘resources’; mede uso de recursos e pode ser relacionado a custos.,“TD-ABC is a costing strategy that calculates costs by estimating the cost of every resource and their utilization time during each activity of a process [16].”  ;;;;;;
"Efficiency,Dimensão/indicador incomum citado em conjunto com custos e tempo.,""“One of the uncommon dimensions is efficiency, which was utilized jointly with cost and time dimensions [80].”  """;;;;;;;
"Productivity,Dimensão/indicador incomum citado em conjunto com custos e qualidade.,""“The second uncommon dimension included in the literature is productivity, which was used in conjunction with the cost and quality dimensions [81].”  """;;;;;;;
"Sum of costs,Métrica derivada usada para visualizar custos agregados por atividade ou processo.,""“showing metrics, such as the sum … costs, per activity.”  """;;;;;;;
"Average cost,Métrica derivada usada para comparar desempenho médio de atividades ou processos.,""“showing metrics, such as the … average … costs, per activity.”  """;;;;;;;
"Minimum cost,Métrica derivada usada para identificar execução mais barata de uma atividade.,""“showing metrics, such as the … min … costs, per activity.”  """;;;;;;;
"Maximum cost,Métrica derivada usada para identificar execução mais cara de uma atividade.,""“showing metrics, such as the … max costs, per activity.”  """;;;;;;;
Aggregated cost,Valor total de custos acumulados exibido em modelos de processo.,“visualization of either aggregated … costs in a process model”  ;;;;;;;
Remaining cost,Valor de custos ainda não incorridos (custos a realizar) exibido em modelos.,“visualization of either … remaining costs in a process model”  ;;;;;;;
Cost estimation,Previsão de custos futuros a partir de logs ou modelos.,“cost reporting and cost prediction”  ;;;;;;;
Cost-benefit,Indicador que relaciona custo e benefício para apoiar decisões de melhoria.,“a reference process model to obtain the cost-benefit of an improvement process is built [33]”; “a cost-benefit analysis strategy … [54].”  ;;;;;;
"Cost of Quality (CoQ),""Métrica que quantifica custos associados à qualidade (falhas, prevenção, etc.)."",“Cost of quality tradeoffs in manufacturing process … [68].”  ";;;;;;;
"Overall Equipment Effectiveness (OEE),""Indicador de desempenho de equipamentos que combina disponibilidade, desempenho e qualidade";" usado em estudos de melhoria de processos."",“New approach towards formulation of the overall equipment effectiveness [55].”  ";;;;;;
Coefficient of Variation (CV),Indicador estatístico usado em controle de processo para monitorar variação relativa.,“side sensitive synthetic coefficient of variation chart [41].”;;;;;;;
Love and Holt 2000 - Construction business performance measurement - The SPM alternative.pdf;;;;;;;
Medidor,Como é usado no texto,Evidência no texto (entre aspas);;;;;;;
"Eficiência,Exemplo de indicador financeiro ‘tradicional’ focado em resultados de curto-prazo.,""“traditional (bottom-line) performance measures, such as efficiency, return on capital employed, and profitability.”""";;;;;;;
"Return on Capital Employed (ROCE),Indicador financeiro citado como métrica usada de forma ‘míope’.,""“traditional (bottom-line) performance measures, such as efficiency, return on capital employed, and profitability.”""";;;;;;;
"Lucratividade / Profit,""Outro indicador financeiro tradicional, orientado ao ‘bottom-line’."",""“traditional (bottom-line) performance measures, such as efficiency, return on capital employed, and profitability.”""";;;;;;;
"Liquidez,Parte do conjunto de índices contábeis usados de forma restrita.,""“Tends to focus on monetary aspects (e.g. productivity, output, efficiency, profit, liquidity, asset structure).”""";;;;;;;
"Estrutura de ativos (Asset structure),Elemento avaliado em análises financeiras convencionais.,""“...profit, liquidity, asset structure).”""";;;;;;;
"Produtividade,Citada tanto como métrica financeira tradicional quanto como determinante de sucesso competitivo.,""“productivity, output, efficiency…” / “determinants of competitive success, embracing quality, flexibility, productivity, innovation…”""";;;;;;;
"Output,Medida de volume físico/financeiro usada de forma limitada nos sistemas tradicionais.,""“monetary aspects (e.g. productivity, output, efficiency, profit, liquidity, asset structure).”""";;;;;;;
"Custo real por unidade (Real unit cost),Indicador de resultado estratégico para medir competitividade.,""“financial performance, and real unit cost.”""";;;;;;;
Captura de mercado (Market capture),Mede extensão de mercado atingido;" indicador de resultado.,""“extent of targeted market capture, financial performance, and real unit cost.”""";;;;;;
Custo da não-qualidade (Costs of poor quality),Usado para evidenciar perdas e justificar ações de melhoria.,“give an indication of the costs of poor quality;”;;;;;;
Rework (métrica de retrabalho),Exemplo de indicador operacional rastreado para benchmarking.,“the propagation of rework benchmark metrics for construction”;;;;;;;
"Satisfação do cliente,Dimensão ‘intangible/soft’ recomendada para medir desempenho e fidelização.,""“customer satisfaction (Berry et al., 1994)” / “…relations with customers… all being critical…”""";;;;;;;
"Satisfação do empregado,Indicador humano essencial num sistema de performance abrangente.,""“employee satisfaction (House and Price, 1991)” / “…relations with employees…”""";;;;;;;
"Sucesso do negócio (Business success),Medida ampla de performance estratégica.,""“business success (Chakravarthy, 1988).”""";;;;;;;
"Qualidade,Determinante de sucesso competitivo a ser medido continuamente.,""“determinants of competitive success, embracing quality, flexibility, productivity, innovation…”""";;;;;;;
Flexibilidade,Outro determinante de sucesso competitivo citado como métrica necessária.,Idem acima.;;;;;;;
Inovação,Determinante de competitividade a ser mensurado no SPM.,Idem acima.;;;;;;;
"Contribuição social,Indicador ético/ambiental sugerido no SPM.,""“…determinants of competitive success, embracing … social contribution.”""";;;;;;;
"Balanced Scorecard,Framework que combina indicadores financeiros e ‘business drivers’.,""“the balanced scorecard (Kaplan and Norton, 1996)";"”""";;;;;;
"Performance Measurement Matrix,Estrutura proposta na literatura para integrar métricas múltiplas.,""“the performance measurement matrix (Keegan et al., 1989)";"”""";;;;;;
"Performance Pyramid,Outra estrutura de medição multidimensional citada como alternativa.,""“the performance pyramid (Lynch and Cross, 1991)";"”""";;;;;;
"Prêmio Malcolm Baldrige,Modelo de avaliação que enfatiza satisfação do cliente e resultados de negócio.,""“‘Baldrige’ Award (Anon, 1999).”""";;;;;;;
Benchmarking (comparative measures),Processo de coletar métricas de referência para comparação externa.,“extract comparative measures through benchmarking;”;;;;;;
"Monitoramento de progresso,Método prático usado por organizações de construção para medir avanço de obra.,""“Construction organizations use a variety of methods to measure their performance. For example, progress monitoring is commonplace.”""";;;;;;;
"Tabelas de ranking (‘league tables’),""Comparação pública baseada em faturamento, nº de empregados, lucros, etc."",""“refer to league tables … to contrast such characteristics as turnover, number of employees, pre- and post-tax profits, and overall ranking in the industry.”""";;;;;;;
Faturamento (Turnover),Indicador utilizado em ‘league tables’ para posicionar empresas.,Idem acima.;;;;;;;
Número de empregados,Outro indicador de ranking setorial.,Idem acima.;;;;;;;
Lucro antes de impostos (Pre-tax profit),Métrica financeira usada nas tabelas de classificação.,Idem acima.;;;;;;;
Lucro após impostos (Post-tax profit),Métrica financeira usada nas tabelas de classificação.,Idem acima.;;;;;;;
"Ranking geral,""Posição comparativa da empresa no setor, usada como indicador de performance."",Idem acima.";;;;;;;
Pesquisa de clientes / empregados,Ferramenta longitudinal para rastrear satisfação no SPM.,“e.g. client and employee surveys”;;;;;;;
"Capacidade competitiva,Medida sistêmica que reflete a aptidão da empresa perante o mercado.,""“measures of competitive ability, productivity and quality.”""";;;;;;;
Kaschek et al. 2007 - An e-Process selection model.pdf;;;;;;;
Medidor,Domínio/Tipo,Como é usado no texto,Evidência (trecho textual resumido);;;;;;;
Mental Rotation Task (adapt. Jansen & Kellner, 2015),Habilidade espacial – rotação mental,Medir a capacidade de girar representações 2-D/3-D; preditor específico de desempenho matemático,“This task measures the ability to rotate mental representations… Results revealed… mental rotation predicted mathematical performance.”;;;;;;
Block Design – WISC-IV,Raciocínio visuoespacial / inteligência fluida,Variável de controle; analisa e sintetiza estímulos espaciais; explica parte da variância da matemática,“This test measures the ability to analyze and synthesize abstract visual stimuli… Block design accounted for mathematical performance.”;;;;;
"MABC-2 – Movement Assessment Battery for Children-2 (global),Habilidade motora geral,Bateria para identificar coordenação motora fina e grossa,""“This battery aims to identify the movement ability of children… Manual Dexterity, Aiming and Catching, and Balance.”""";;;;;;;
"Manual Dexterity (fator MABC-2),Motricidade fina,Preditor positivo de desempenho matemático,""“After controlling for the block design, mental rotation and manual dexterity predicted mathematical performance.”""";;;;;;;
Insert Coins,Subteste motricidade fina,Cronometrar inserção de moedas; compõe Manual Dexterity,Descrição dos itens do MABC-2 idade 4-6: “insert coins as fast as possible…”;;;;;;
Thread Beads,Subteste motricidade fina,Enfiar contas rapidamente; compõe Manual Dexterity,“Thread Beads task… participant is advised to thread beads as quickly as possible.”;;;;;;
Drawing a Trail 1,Subteste motricidade fina,Traçar linha em caminho; compõe Manual Dexterity,“Drawing Trail 1 task consists of drawing a line following a pathway.”;;;;;;
Placing Pegs,Subteste motricidade fina (7-10 a),Colocar pinos em tabuleiro; compõe Manual Dexterity,“Placing Pegs task consists in inserting pegs into holes within a pegboard.”;;;;;;
Threading Lace,Subteste motricidade fina (7-10 a),Passar cordão em placa; compõe Manual Dexterity,“Threading Lace task consists of inserting a cord through six holes…”;;;;;;
Drawing a Trail 2,Subteste motricidade fina (7-10 a),Traçar linha em percurso mais complexo,“Drawing Trail 2 task consists of drawing a line following a pathway.”;;;;;;;
Aiming & Catching (fator MABC-2),Motricidade grossa – coord. óculo-manual,Investigado como possível preditor (não significativo no modelo final),Itens descritos: “Throwing a Beanbag and Catching a Beanbag … Catching with Two Hands…”;;;;;;;
Throwing a Beanbag,Subteste Aiming & Catching,Arremessar saquinho em alvo,Descrito nos itens do MABC-2 (idade 4-6).;;;;;;;
Catching a Beanbag,Subteste Aiming & Catching,Capturar saquinho lançado,Descrito nos itens do MABC-2 (idade 4-6).;;;;;;;
Catching with Two Hands,Subteste Aiming & Catching (7-10 a),Quicar bola na parede e pegar com duas mãos,Descrito nos itens do MABC-2 (idade 7-10).;;;;;;;
Throwing Beanbag onto Mat,Subteste Aiming & Catching (7-10 a),Arremessar saquinho em tapete-alvo,Descrito nos itens do MABC-2 (idade 7-10).;;;;;;;
Balance (fator MABC-2),Motricidade grossa – equilíbrio,Testado;" não acrescentou poder explicativo no modelo,""Itens descritos: “One Leg Stand, Walking with Heels Up…”""";;;;;;
One Leg Stand,Subteste Balance,Equilibrar-se em um pé,Descrito nos itens do MABC-2 (idade 4-6).;;;;;;;
Walking with Heels Up,Subteste Balance,Andar na linha na ponta dos pés,Descrito nos itens do MABC-2 (idade 4-6).;;;;;;;
Mat Bouncing,Subteste Balance,Saltos em colchonetes,Descrito nos itens do MABC-2 (idade 4-6).;;;;;;;
One-Board Balance,Subteste Balance (7-10 a),Equilíbrio sobre prancha em um pé,Descrito nos itens do MABC-2 (idade 7-10).;;;;;;;
Walking Heel to Toe Forwards,Subteste Balance (7-10 a),Marcha calcanhar-à-ponta em fita,Descrito nos itens do MABC-2 (idade 7-10).;;;;;;;
Hopping on Mats 2,Subteste Balance (7-10 a),Saltos unipodais em sequência de colchonetes,Descrito nos itens do MABC-2 (idade 7-10).;;;;;;;
AC-MT 6-11 Written Arithmetic Calculation,Desempenho matemático – operações escritas,Pontuação 0/1 por operação correta; parte do score dependente,“Written arithmetic calculation subtest is composed of… Children have to solve each operation…”;;;;;;
AC-MT 6-11 Number Ordering,Desempenho matemático – ordenação numérica,Ordenar séries de números; parte do score dependente,“The number ordering subtest requires placing… 4 or 5 series of numbers from the lowest to the highest…”;;;;;;
Visuospatial Working Memory (sequência em grade),Memória de trabalho visuoespacial,Relatada em estudos citados como forte preditor de matemática em 3º e 6º ano,“Visuospatial working memory was assessed through a task where the child had to indicate the sequential correct positions…”;;;;;;;
"Visual Motor Integration – Beery VMI,Integração visuo-motora,""Usada para prever desempenho matemático em Mix et al., 2016"",“Visual motor integration… assessed following Beery & Beery's design (2010).”";;;;;;;
Map Reading (Liben & Downs),Habilidade espacial – escalonamento,Ligada ao desempenho matemático em estudo revisado,“Map reading… was assessed by measuring the ability to map differently sized representations…”;;;;;;;
Perspective Taking (Frick et al.),Rotação espacial egocêntrica,Associada à matemática em estudos longitudinais,“Perspective taking… ability to visualize objects from the vantage point of an imaginary observer…”;;;;;;;
"Raven's Matrices,Inteligência fluida não-verbal,""Incluído como medida de habilidade espacial em Hawes et al., 2019"",“Spatial abilities… 2D mental rotation and raven's matrices… predicted math achievement.”";;;;;;;
"Mental Number Line Representation,Representação numérica,""Mediador entre rotação e cálculo em Gunderson et al., 2012";" Tam et al., 2019"",“Relationship between early spatial skills and later mathematical achievement… mediated by the children's early skill at number line representations.”";;;;;;
"Fine Motor Coordination (genérico),Motricidade fina,""Relacionado a matemática em Kim et al., 2018"",“Fine motor coordination at the beginning of kindergarten is linked with mathematics skills at the end of first grade…”";;;;;;;
"Motor Coordination tasks (balance, jumping laterally, shifting platform),Motricidade grossa,""Baixa coordenação ligada a menor desempenho acadêmico (Lopes et al., 2013)"",""“Children… with low scores in motor coordination (such as balance, jumping laterally, or shifting platform) have a lower probability of obtaining academic achievement…”""";;;;;;;
Wetzstein et al. 2010 - Cross-organizational process monitoring based on service choreographies.pdf;;;;;;;
PerformanceMetric,UsageInText,Evidence (exact fragment of the paper);;;;;;;
"Key Performance Indicator (KPI),Generic performance measure used by BAM to evaluate business processes,""""""...business activity monitoring (BAM) technology enables continuous, near real-time event-based monitoring of business processes based on key business metrics, also known as key performance indicators (KPI) [11].""""""";;;;;;;
Key business metric,Generic term for quantitative performance measures monitored by BAM,Same sentence as above – immediately before “also known as key performance indicators (KPI)”;;;;;;;
"Process metric,Generic term for performance measures derived from events in a process or choreography,""""""...we distinguish between resource events and complex events for calculation of process metrics using complex event processing technology."""" """;;;;;;;
"Order fulfilment lead time,Concrete metric suggested for the purchase-order scenario: time between Receive PO in the Reseller and completion of the Customer’s While loop,""""""Consider, for example, the metric order fulfilment lead time which could be measured in our scenario from the start of the activity Receive PO in the reseller process until the While Loop completes in the customer process."""" """;;;;;;;
"Order processing duration,Concrete metric: time between Receive PO and Receive Shipment Acknowledgment,""""""Consider, for example, the calculation of the order processing duration between the activity Receive PO and Receive Shipment Acknowledgment in our scenario."""" """;;;;;;;
"CustomerAOrderFulfillmentTime,Derived/complex event that carries the value of the order-fulfilment metric for a given customer,""""""...we define a complex event CustomerAOrderFulfillmentTime which contains the corresponding metric value in the attribute metricValue..."""" """;;;;;;;
metricValue (attribute),Data field inside complex events that stores a computed performance value,Same fragment as above – “…contains the corresponding metric value in the attribute metricValue…” ;;;;;;;
"Service-level parameter (SLP),Generic performance measure that can be specified from complex events for SLA purposes,""""""One could for example specify service level parameters and service level objectives based on complex events which contain corresponding metric values."""" """;;;;;;;
Service-level objective (SLO),Target value or threshold for a service-level parameter; can be defined using complex events,Same sentence as above – “…service level parameters and service level objectives…” ;;;;;;
"Availability,Concrete QoS metric cited as typical SLA target between consumer and provider,""""""…agree on certain service QoS, typically technical characteristics such as availability and response time [6]."""" """;;;;;;;
"Response time,Concrete QoS metric cited as typical SLA target between consumer and provider,""Same sentence as above – “…such as availability and response time [6].""""""";;;;;;;
Khan et al. 2023 - Semantic Representation of Key Performance Indicators Categories for Prioritization.pdf;;;;;;;
KPI,Como é usado no texto,Evidência no texto;;;;;;;
"customer satisfaction,Exemplo de métrica crítica que pode ser monitorada pela organização,""“could include metrics such as customer satisfaction, employee engagement, and financial performance.”""";;;;;;;
"employee engagement,Exemplo de métrica crítica que pode ser monitorada,""“could include metrics such as customer satisfaction, employee engagement, and financial performance.”""";;;;;;;
"financial performance,Exemplo de métrica crítica que pode ser monitorada,""“could include metrics such as customer satisfaction, employee engagement, and financial performance.”""";;;;;;;
"sell price,Ilustra dependência direta de outro KPI (product cost),""“For example, the sell price is directly related to the product cost.”""";;;;;;;
"product cost,KPI que influencia diretamente o sell price,""“For example, the sell price is directly related to the product cost.”""";;;;;;;
"production target,Exemplo de indicador de curto-prazo,""“Short term indicators … e.g., production target for tomorrow”""";;;;;;;
"product quality,Exemplo de indicador de longo-prazo,""“Long term indicators … e.g., product quality”""";;;;;;;
"delivery time,Usado como exemplo de indicador quantitativo e dependente,""“the delivery time depends on the employ efficiency”  /  “e.g., delivery time”""";;;;;;;
"production cost per unit,Exemplo de KPI de custo,""“these indicators allow you to evaluate … e.g., production cost per unit”""";;;;;;;
"minimum delivery time,Exemplo de KPI de tempo,""“Time indicators … e.g., minimum delivery time”""";;;;;;;
"percentage downtime,Exemplo de KPI de produtividade,""“Productivity indicator … e.g., percentage downtime”""";;;;;;;
"number of errors occurred,Exemplo de KPI de qualidade,""“Quality indicators … e.g., the number of errors occurred”""";;;;;;;
"annual growth,Exemplo de KPI de alto nível,""“High level indicators … e.g., annual growth”""";;;;;;;
"investment,Exemplo de KPI independente,""“Independent indicators … e.g., investment”""";;;;;;;
employee efficiency,Exemplo de variável da qual outros KPIs dependem,“the delivery time depends on the employ efficiency”;;;;;;;
machine efficiency,Exemplo de métrica acompanhada em tempo real para avaliar desempenho,“assess worker and machine efficiency”;;;;;;;
"employee progress,Exemplo de KPI de baixo nível,""“Low-level indicators … e.g., employee progress”""";;;;;;;
"collective goal achievement,Exemplo de KPI externo/de alto nível,""“External indicators again target high-level performance e.g., collective goal achievement”""";;;;;;;
"team-wise performance,Exemplo de KPI interno/de baixo nível,""“Internal indicators target low-level performance e.g., team-wise performance”""";;;;;;;
blood pressure,KPI utilizado em estudo de saúde para melhoria de processo,“significant qualities for improving blood pressure.”;;;;;;;
defects,Resultado a ser reduzido pelo método Six Sigma; serve como KPI de qualidade,“Six Sigma … focuses on reducing defects and improving quality”;;;;;;
Lehnert et al. 2018 - Prioritization of Interconnected Processes.pdf;;;;;;;
Tempo;Dimensão de desempenho utilizada para medir necessidade de melhoria e uma das variáveis da Devil’s Quadrangle;“…processes’ need for improvement is quantified via performance indicators (e.g., time, cost, flexibility, or quality)” (p. 2)  ;;;;;
Custo;Dimensão de desempenho utilizada para medir necessidade de melhoria e uma das variáveis da Devil’s Quadrangle;“…processes’ need for improvement is quantified via performance indicators (e.g., time, cost, flexibility, or quality)” (p. 2)  ;;;;;
Flexibilidade;Dimensão de desempenho (nem sempre usada nos cálculos, mas citada como parte da Devil’s Quadrangle);“A popular framework is the Devil’s Quadrangle that comprises flexibility, time, cost, and quality as dimensions” (p. 3)  ;;;;;
Qualidade;Dimensão de desempenho utilizada para medir necessidade de melhoria e uma das variáveis da Devil’s Quadrangle;“…processes’ need for improvement is quantified via performance indicators (e.g., time, cost, flexibility, or quality)” (p. 2)  ;;;;;
Elhadjamor and Ghannouchi 2019 - Analyze in Depth Health Care Business Process and Key Performance Indicators using Process Mining.pdf;;;;;;;
Medidor de performance,Como é usado no texto,Evidência textual extraída;;;;;;;
Quanti_KPI9 (Tempo de espera antes da triagem),Mede o tempo de espera do paciente até entrar na sala de triagem; classificado como OK/Not-OK e correlacionado com indicadores de satisfação.,“we analyze the level of satisfaction Quanti_KPI9 and the waiting time before sorting…” / “…the waiting time before sorting also respects the target value (ok value)”;;;;;;
Quali_KPI13 (Satisfação com a instalação na sala de triagem),Avalia qualitativamente o conforto/instalação do paciente na sala de triagem; combinado com Quanti_KPI9 para verificar coerência entre tempo de espera e experiência.,“…with Quali_KPI13 installation in the sorting room.” / “42% of patients are satisfied to very satisfied about their installation in the sorting room…”;;;;;;
Quali_KPI3 (Disponibilidade da equipa paramédica),Indicador qualitativo da presença de profissionais paramédicos durante o atendimento;" comparado com Quanti_KPI9 e Quali_KPI4.,""“…the combination of Quali_KPI3 paramedical staff availability, Quali_KPI4 medical staff availability and Quanti_KPI9…”""";;;;;;
Quali_KPI4 (Disponibilidade da equipa médica),Indicador qualitativo da presença de médicos; utilizado junto com Quali_KPI3 e Quanti_KPI9 para análises cruzadas.,“…Quali_KPI4 medical staff availability…”;;;;;;
